checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,total_books,title,author,genre,pages,publication_year,publisher
9150,1024,507,2025-10-14,2025-10-24,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9377,1034,507,2025-03-25,2025-04-06,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9356,1076,501,2025-03-14,2025-04-13,Dina,Wahba,7,Shubra,Active,2025-12-13,7,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9014,1010,519,2024-06-28,2024-07-20,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9346,1076,519,2024-04-27,Unknown,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9103,1003,513,2025-09-04,2025-09-25,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9246,1044,529,2025-06-25,2025-07-04,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9308,1072,525,2024-02-17,2024-03-12,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9321,1070,501,2025-12-28,2026-01-09,Ahmed,Zaki,9,Zamalek,Active,2025-07-22,3,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9045,1008,520,2024-05-28,Unknown,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9219,1047,506,2025-05-13,2025-06-07,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9002,1020,515,2024-12-06,2024-12-11,Rana,Fouad,6,Maadi,Active,2025-12-04,7,Songs of the Oasis,Hoda Bakry,Poetry,316,2022,Cairo Young Readers
9185,1026,519,2025-10-22,2025-11-01,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,4,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9359,1077,501,2025-01-26,Unknown,Lina,Rashad,6,Shubra,Active,2023-07-08,6,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9079,1008,520,2025-12-27,2026-01-05,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9252,1054,513,2024-08-04,2024-08-09,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,6,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9282,1057,530,2025-07-22,2025-08-18,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9293,1071,525,2025-08-05,2025-08-18,Jana,Hegazy,8,Zamalek,Active,2024-09-27,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9202,1047,506,2025-06-05,2025-07-03,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9026,1018,506,2025-04-21,2025-05-04,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9050,1003,521,2025-08-21,Unknown,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers
9122,1034,525,2025-06-04,2025-06-30,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9153,1030,530,2024-10-12,2024-10-26,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9145,1034,501,2025-11-10,2025-12-10,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9339,1073,501,2025-02-02,Unknown,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,3,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9136,1030,532,2024-10-03,2024-10-20,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books
9277,1057,519,2025-10-19,2025-10-28,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9284,1062,513,2025-09-27,2025-10-26,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9210,1044,507,2025-09-11,2025-09-29,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9098,1008,525,2024-12-15,2024-12-31,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9106,1034,501,2025-08-20,2025-08-27,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9170,1034,522,2025-10-16,2025-10-28,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9028,1017,507,2025-01-19,2025-01-28,Adam,Badr,9,Maadi,Active,2025-07-12,3,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9081,1017,502,2025-08-25,2025-09-17,Adam,Badr,9,Maadi,Active,2025-07-12,3,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House
9223,1050,510,2024-04-11,2024-05-04,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers
9311,1065,507,2025-06-26,2025-07-09,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9085,1018,525,2025-08-19,2025-09-18,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9335,1065,513,2024-12-18,2024-12-30,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9221,1055,520,2025-04-12,2025-04-18,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,3,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9016,1016,527,2024-12-03,2024-12-11,Dina,Rashad,8,Maadi,Active,2023-04-24,7,Notes from the Delta,Mona Kholoussy,Nature,328,2017,Delta House
9361,1075,524,2024-04-19,Unknown,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,The Weaver's Daughter,Laila Shokry,Historical,114,2016,Cairo Young Readers
9248,1044,514,2025-07-01,2025-07-18,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9315,1068,501,2024-06-11,2024-07-04,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,6,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9305,1062,519,2024-01-23,2024-01-31,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9174,1024,528,2025-12-16,2026-01-07,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House
9048,1003,519,2024-12-03,2025-01-01,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9281,1044,525,2024-06-01,2024-06-12,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9039,1018,513,2024-07-21,2024-08-10,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9083,1011,516,2025-10-02,2025-10-09,Menna,Halim,8,Maadi,Active,2024-04-22,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press
9088,1003,519,2025-09-17,2025-10-03,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9176,1027,501,2024-11-08,2024-11-26,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9054,1013,510,2024-11-21,Unknown,Ziad,Fouad,9,Maadi,Active,2025-06-27,2,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers
9134,1037,516,2025-09-08,2025-09-19,Retaj,Kamel,9,Nasr City,Inactive,2023-08-26,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press
9164,1034,507,2024-12-02,2024-12-12,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9011,1022,513,2024-03-17,Unknown,Youssef,Fouad,7,Maadi,Active,2025-02-28,7,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9151,1034,528,2025-04-25,2025-05-16,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House
9018,1003,522,2025-06-12,2025-06-24,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9038,1007,506,2024-07-15,2024-08-12,Sherif,Fouad,6,Maadi,Active,2025-08-18,4,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9232,1044,513,2025-05-26,2025-06-11,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9084,1008,511,2024-06-27,2024-07-22,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press
9116,1024,519,2025-01-10,2025-02-09,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9352,1076,501,2025-02-02,Unknown,Dina,Wahba,7,Shubra,Active,2025-12-13,7,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9384,1026,522,2025-07-11,Unknown,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,4,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9385,1049,520,2025-07-11,Unknown,Ahmed,Gamal,6,Heliopolis,Active,2023-06-10,2,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9386,1062,525,2025-07-05,Unknown,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9387,1065,520,2025-07-07,Unknown,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9388,1104,515,2025-07-07,Unknown,Unknown,Unknown,9,Unknown,Unknown,Unknown,2,Songs of the Oasis,Hoda Bakry,Poetry,316,2022,Cairo Young Readers
9389,1009,503,2025-07-09,Unknown,Hassan,Saleh,6,Maadi,Active,2025-04-25,2,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9390,1063,522,2025-07-07,Unknown,Layla,Fouad,6,Zamalek,Active,2024-06-21,1,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9391,1022,511,2025-07-12,Unknown,Youssef,Fouad,7,Maadi,Active,2025-02-28,7,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press
9392,1029,523,2025-07-09,Unknown,Rana,Kamel,6,Nasr City,Active,2023-04-03,1,Footsteps in the Dust,Laila Shokry,Historical,276,2018,Oasis Books
9393,1201,509,2025-07-10,Unknown,Unknown,Unknown,9,Unknown,Unknown,Unknown,2,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9394,1005,513,2025-07-10,Unknown,Youssef,Halim,9,Maadi,Active,2024-05-05,4,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9395,1104,526,2025-07-05,Unknown,Unknown,Unknown,9,Unknown,Unknown,Unknown,2,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016,Delta House
9396,1058,518,2025-07-08,Unknown,Lina,Mansour,8,Heliopolis,Active,2025-07-20,4,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House
9397,1002,521,2025-07-08,Unknown,Fares,Saleh,9,Maadi,Active,Unknown,3,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers
9398,1150,530,2025-07-10,Unknown,Unknown,Unknown,9,Unknown,Unknown,Unknown,1,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9399,1041,504,2025-07-05,Unknown,Nada,Rashad,7,Nasr City,Active,2024-04-02,4,Rooftop Astronomers,Adel Roushdy,Science,319,2009,Cairo Young Readers
9400,1055,526,2025-07-11,Unknown,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,3,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016,Delta House
9401,1061,513,2025-07-06,Unknown,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9402,1012,509,2025-07-11,Unknown,Ali,Hegazy,7,Maadi,Active,2025-12-08,1,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9403,1007,510,2025-07-07,Unknown,Sherif,Fouad,6,Maadi,Active,2025-08-18,4,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers
9404,1073,530,2025-07-07,Unknown,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,3,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9405,1003,501,2025-07-08,Unknown,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9406,1017,507,2025-07-11,Unknown,Adam,Badr,9,Maadi,Active,2025-07-12,3,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9407,1061,504,2025-07-06,Unknown,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,Rooftop Astronomers,Adel Roushdy,Science,319,2009,Cairo Young Readers
9408,1201,523,2025-07-08,Unknown,Unknown,Unknown,9,Unknown,Unknown,Unknown,2,Footsteps in the Dust,Laila Shokry,Historical,276,2018,Oasis Books
9409,1041,512,2025-07-06,Unknown,Nada,Rashad,7,Nasr City,Active,2024-04-02,4,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House
